SeriesID,SeriesName,Source,definition,Notes,Currency,UoM,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
GDPD,Nominal GDP (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Gross domestic product (GDP) at current market prices in US$.  Derived from GDP  at current market prices and period-average exchange rate (line rf in the IFS).,,$,bn,na,na,na,na,na,na,na,na,na,na,603.85,587.45,558.45,532.15,504.37,536.93,655.14,813.33,989.69,1007.5,1.19E+03,1.25E+03,1.29E+03,1.16E+03,1240.2,1341.7,1416.8,1559,1652.5,1682.2,1661.2,1639.3,1784.4,2053.6,2414.3,2535.1,2710.4,3094.7,2943.6,2423.7,2483.7,2662.3,2714.1,2785.8,3069.2,2934.2,2702.7,2666.9,2860.8,2833.7,2711.3,3165,3465,3606,3774,3955,4101,4248,4400,4557,4721,4893,5077,5276,5490,5716,5958,6218,6496,6792,7106,7436,7780,8135,8497,8865,9232,9594,9943,10271,10567
PCRD,Nominal private consumption (US$),"Derived from Deutsche Bundesbank, European Central Bank",Private consumption expenditure at current market prices in US$.  ,Data prior to 1991 are for west Germany (incl west Berlin) only. Seasonally and Working-day adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,634.37,539.74,491.74,467.01,433.57,431.98,572.1,693.66,742.63,743.15,921.63,1104,1235.3,1163,1220.6,1384.5,1373.2,1251.4,1256.1,1233.2,1097,1099.3,1159,1413.7,1575.5,1608.8,1668.2,1850.9,2028.6,1923.3,1872.9,2036.6,1936.7,2039.1,2080.5,1778.8,1826.3,1926,2075.1,2025,1951,2134,2202,2234,2360,2509,2619,2731,2846,2963,3082,3202,3324,3450,3580,3713,3845,3980,4118,4257,4403,4551,4702,4856,5015,5178,5346,5520,5702,5892,6092
PCRD,Nominal private consumption (US$),Derived from INSEE; European Central Bank,Private consumption expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,343.84,320.14,324.11,324.82,313.34,326.01,447.38,557.86,606.33,606.95,738.71,745.72,807.41,7.42E+02,7.71E+02,8.73E+02,8.76E+02,7.94E+02,817.39,801.26,736.54,746.05,809.9,1000.3,1143.7,1194.5,1260.3,1440.8,1595.2,1494.3,1465.4,1573.9,1467.3,1536.9,1552.7,1318.8,1340,1401.8,1503.9,1463.8,1395.6,1524,1559,1573,1657,1764,1837,1910,1984,2059,2133,2209,2286,2365,2444,2525,2605,2686,2766,2847,2934,3021,3109,3199,3289,3380,3473,3567,3663,3761,3860
PCRD,Nominal private consumption (US$),"Derived from INDS; IMF, International Financial Statistics",Private consumption expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,179.61,173,179.51,187.49,190.61,205.68,293.34,375.17,424.14,438.13,536.94,575.51,643.98,594.81,643.41,760.84,776.67,732.28,761.99,757.95,694.44,694.89,754.4,936.56,1065.5,1102.8,1157.4,1307.3,1431.3,1328.3,1298.6,1402.4,1280,1304.5,1310.4,1116.4,1128.2,1181.2,1259.7,1203.2,1092.3,1199,1247,1255,1317,1396,1440,1482,1522,1561,1601,1641,1683,1727,1771,1816,1868,1924,1984,2047,2101,2156,2213,2271,2328,2383,2439,2497,2557,2618,2679
PCRD,Nominal private consumption (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Private consumption expenditure at current market prices in US$.  Derived from private consumption expenditure at current market prices and period-average exchange rate (line rf in the IFS).,Seasonally adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,362.58,356.43,340.14,325.62,309.8,329.12,411.53,505.35,618.63,623.8,738.13,781.51,817.53,740.54,793.12,859.2,911.94,1024,1094.5,1121.3,1.10E+03,1.09E+03,1180.2,1345,1581.7,1646.7,1739.3,1978.4,1890.9,1561.6,1589.9,1708.9,1750.4,1805.3,1973.6,1885.4,1751.9,1720.2,1850.9,1814.2,1649.2,1916,2071,2141,2229,2334,2419,2506,2596,2690,2787,2890,3000,3118,3244,3377,3518,3669,3829,3997,4175,4359,4549,4743,4938,5133,5324,5508,5681,5837,5971
GCED,Nominal government consumption (US$),"Derived from Deutsche Bundesbank, European Central Bank",Government consumption expenditure at current market prices in US$.  ,Data prior to 1991 are for west Germany (incl west Berlin) only. Seasonally and Working-day adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,221.364,191.11,172.019,161.188,148.591,148.876,201.086,244.904,261.854,248.622,3.06E+02,367.413,4.24E+02,397.243,419.959,481.463,480.821,430.555,431.059,422.874,371.148,368.709,399.443,483.337,529.346,534.82,548.89,611.712,683.644,681.229,665.627,714.865,680.354,732.99,762.033,661.235,690.352,731.964,792.008,788.797,860.962,957.2,972.1,993.7,1063.6,1148.5,1193.9,1238.1,1281.6,1325,1368.6,1413.1,1459.6,1508.5,1561.3,1617.2,1675.3,1736.6,1801.4,1869.3,1941.7,2016.6,2093.6,2172,2250.8,2329.2,2405.9,2479.4,2548.2,2610.4,2663.7
GCED,Nominal government consumption (US$),Derived from INSEE; European Central Bank,Government consumption expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,132.248,123.936,127.4,129.339,125.804,130.141,178.102,218.045,236.658,231.974,283.29,293.384,326.33,313.417,325.071,369.529,373.129,343.14,342.54,338.085,305.21,305.128,340.956,426.834,487.881,506.815,528.374,597.084,660.829,649.755,634.759,680.1,643.174,678.16,689.356,580.82,586.645,613.615,649.869,627.325,658.697,733.9,733.9,735,772.3,820.3,852.5,888,926.1,966.1,1007.4,1050.2,1093.7,1137.5,1181.4,1225,1267,1307.9,1347.6,1386.1,1426,1465.5,1505,1545.1,1586.5,1630.2,1677.3,1729.3,1787.7,1854.4,1931.6
GCED,Nominal government consumption (US$),"Derived from INDS; IMF, International Financial Statistics",Government consumption expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,49.4,51.1,53.1,57.3,57.6,62.7,87.9,117.1,136.2,138,181.7,194.9,212.6,196.3,203.1,225.416,233.897,219.1,223.671,219.989,203.465,214.917,236.622,299.286,345.965,364.681,379.866,421.151,471.081,454.423,439.391,454.695,413.648,424.262,422.546,351.023,357.044,369.278,395.37,375.12,393.754,429.2,421.2,420.8,438.2,461.4,475.3,491.4,509,527.5,547.2,567.2,587.5,608,627.2,645.7,665.3,684.6,703.3,721.6,735.1,747.6,760.3,773.3,786.6,801.6,820.3,844.5,876.3,917.9,971.1
GCED,Nominal government consumption (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Government consumption expenditure at current market prices in US$.  Derived from government consumption expenditure at current market prices and period-average exchange rate (line rf in the IFS).,Seasonally adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,115.19,113.324,106.568,99.998,93.491,94.823,116.158,140.381,164.649,165.271,199.588,218.166,233.115,202.773,215.128,230.015,236.782,251.958,267.034,279.435,279.236,286.363,326.066,389.231,472.543,501.696,539.908,610.98,603.515,534.876,537.531,559.466,565.166,561.897,609.887,572.662,517.564,499.267,532.178,540.481,618.466,739.3,805.3,847.8,896.1,945.1,976.2,1008.5,1042.5,1078.6,1117.1,1158.4,1203.4,1252.6,1306.4,1363.8,1425.8,1492.8,1564.8,1641.7,1723.7,1809.8,1899.9,1993,2088,2184.2,2280.3,2374.5,2465.2,2549.9,2625.6
FIND,Nominal gross fixed investment (US$),"Derived from Deutsche Bundesbank, European Central Bank",Gross fixed investment expenditure at current market prices in US$.  ,Data prior to 1991 are for west Germany (incl west Berlin) only. Seasonally and Working-day adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,274.31,220.75,189.68,181.24,165.8,164.08,221.84,268.13,291.97,300.05,392.23,492.9,555,492.13,523.76,583.75,562.96,504.89,513.22,503.27,450.59,425.22,419.35,489.74,533.2,540.81,593.72,689.59,758.16,654.97,661.13,760.56,718.78,745.49,781.85,670.36,700.93,753.79,840.74,840.66,839.2,907.1,980.6,1007,1052,1113,1151,1179,1199,1215,1229,1243,1262,1287,1320,1363,1416,1479,1554,1639,1734,1837,1945,2054,2160,2258,2342,2404,2436,2427,2367
FIND,Nominal gross fixed investment (US$),Derived from INSEE; European Central Bank,Gross fixed investment expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,153.47,136.27,133.35,126.96,118.97,122.08,169.45,215.12,246.8,254.27,312.95,314.02,323.78,277.01,286.36,320.13,315.65,286.24,301.42,310.63,294.19,296.68,314.65,388.19,451.66,478.43,521.67,617.46,690.85,595.49,584.15,641.85,603.33,620.59,623.81,524.38,538.68,584.31,639.97,641.83,602.61,701.4,761.9,799.6,858.5,932.5,962.9,988.5,1011,1030,1049,1068,1089,1113,1140,1172,1207,1248,1293,1343,1399,1460,1524,1590,1656,1721,1782,1836,1880,1910,1922
FIND,Nominal gross fixed investment (US$),"Derived from INDS; IMF, International Financial Statistics",Gross fixed investment expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,77.25,74.54,72.57,72.77,73.3,77.79,107.3,137.1,159.5,164,206.7,216.4,230.8,192.4,204.3,250.85,254.65,237.5,248.25,248.69,238.06,242.07,272.56,329.61,377.64,396.09,421.83,479.49,512.12,441.47,427.4,452.83,382.27,368.44,361.96,310.74,322.38,343.54,373.66,360.17,334.46,405.6,452.7,475.6,512.4,540.4,552,557.8,559.4,558.3,557.3,557,559.2,565.2,575.1,590.1,612.7,642.3,678.9,722.4,767.8,817.5,870.9,925.4,977.7,1025,1063,1090,1099,1085,1040
FIND,Nominal gross fixed investment (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Gross fixed investment expenditure at current market prices in US$.  Derived from gross fixed investment expenditure at current market prices and period-average exchange rate (line rf in the IFS).,Seasonally adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,121.03,109.81,103.96,99.193,99.173,106.65,129.59,171.52,225.5,244.1,279.57,262.21,250.24,215.34,226.5,241.94,263.18,266.74,290.98,295.46,297.22,292.63,316.72,356.49,415.51,438.17,476.04,553.86,514.23,389.49,396.85,415.19,426.49,444.51,510.36,505.65,478.58,479.99,509.24,510.31,476.24,557.3,615.8,650.4,681.9,713.6,744.9,772.9,798.4,822.4,845.7,869.3,894.2,921.5,951.9,985.1,1022,1064,1111,1164,1222,1285,1353,1426,1503,1582,1663,1743,1822,1895,1960
STKD,Nominal stockbuilding (US$),"Derived from Deutsche Bundesbank, European Central Bank",Stockbuilding at current market prices in US$.  ,Data prior to 1991 are for west Germany (incl west Berlin) only. Seasonally and Working-day adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,10.85,-0.95,0.96,4.05,5.435,5.989,10.221,4.922,10.75,12.309,11.671,18.036,1.757,-2.899,5.644,19.241,5.81,16.207,26.978,21.248,26.576,22.583,13.397,23.099,21.739,13.005,21.987,43.899,43.75,-24.71,19.363,49.954,-21.894,4.344,12.059,-9.659,-8.292,14.742,16.863,-12.878,-69.981,-27.8,4,2.9,-2.5,-2.6,-0.9,0.8,2.7,4.7,6.8,9.1,11.5,14,16.7,19.7,22.7,26,29.5,33.3,37.3,41.5,46.1,50.8,55.8,61.1,66.6,72.3,78.1,84.1,90.2
STKD,Nominal stockbuilding (US$),Derived from INSEE; European Central Bank,Stockbuilding at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,7.76,-2.838,2.621,-1.76,-0.382,-0.385,3.71,3.435,7.151,11.178,13.443,4.599,-2.545,-16.954,-2.373,5.692,-4.304,-1.537,11.383,6.2,12.441,8.117,4.948,3.239,9.395,12.784,16.847,24.791,14.496,-20.73,-6.085,22.142,4.493,5.854,24.29,28.725,19.639,23.277,26.465,23.178,21.352,21.5,21.3,21.1,21.7,22.6,22.3,22.8,23.1,23.5,23.7,24,24.3,24.5,24.8,25,25.3,25.6,25.8,26.1,26.4,26.8,27.1,27.4,27.6,27.8,28,28.1,28.1,28,27.9
STKD,Nominal stockbuilding (US$),"Derived from INDS; IMF, International Financial Statistics",Stockbuilding at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,5,-4.1,-2.2,-2.5,2.7,4.1,2.1,4.9,6.9,4.2,3.2,3.9,3.2,0.1,2.9,10.184,1.946,4.974,2.331,3.333,3.274,0.948,1.636,5.261,4,-2.175,8.879,12.349,12.268,-14.861,10.182,16.837,-10.551,-8.076,6.369,2.217,8.951,13.084,13.763,-0.169,-4.954,11.9,9.4,3.4,3.5,3.6,3.7,3.9,4,4.2,4.3,4.5,4.6,4.8,4.9,5.1,5.3,5.6,5.8,6.1,6.5,6.8,7.1,7.4,7.8,8.1,8.5,8.8,9.1,9.5,9.7
STKD,Nominal stockbuilding (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Stockbuilding at current market prices in US$.  Derived from stockbuilding at current market prices and period-average exchange rate (line rf in the IFS).,Seasonally adjusted; Includes net acquisitions of valuables.,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.967,1.8,7.793,4.387,-3.44,-8.89,-3.387,0.451,5.854,6.93,2.516,9.315,11.223,10.112,9.739,7.259,9.355,8.754,6.518,10.273,12.775,14.764,-0.832,-23.343,7.606,4.195,5.608,13.149,23.018,13.772,3.618,5.973,2.562,8.796,-16.308,-2.8,-0.7,0,1.4,1.5,1.9,2.5,3.1,3.8,4.5,5.2,6,6.9,7.8,8.8,9.9,11.1,12.3,13.7,15.2,16.8,18.5,20.3,22.2,24.2,26.3,28.5,30.8,33.1,35.3
EXPD,Nominal exports of G&S (US$),"Derived from Deutsche Bundesbank, European Central Bank",Value of exports of goods and non-factor services expenditure at current market prices in US$.  ,Data prior to 1991 are for west Germany (incl west Berlin) only. Seasonally and Working-day adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,272.692,248.018,233.975,215.371,216.27,230.751,290.286,338.56,371.193,392.667,510.096,468.475,488.637,415.477,457.729,545.204,558.545,565.724,594.508,588.802,601.195,621.972,679.584,823.017,997.306,1079.357,1241.343,1489.669,1635.557,1295.374,1439.511,1681.446,1637.578,1702.28,1779.336,1571.299,1591.131,1740.932,1885.181,1817.588,1658.06,2045.5,2123.7,2182,2294.3,2456.3,2651.1,2821.8,3001.6,3189.3,3383,3583.8,3794.6,4014.3,4246.8,4483.7,4722.5,4966.8,5215.7,5468.1,5729.5,5994,6263.6,6539.3,6822.4,7117.9,7429.3,7763,8127.1,8532,8993.4
EXPD,Nominal exports of G&S (US$),Derived from INSEE; European Central Bank,Value of exports of goods and non-factor services expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,131.597,125.072,122.669,129.802,133.161,134.457,162.734,192.957,222.067,237.662,281.095,288.917,312.312,277.959,303.449,360.958,366.617,374.129,395.683,388.477,391.05,390.275,413.677,482.402,558.563,592.803,648.703,742.119,821.443,670.301,706.875,813.412,785.787,826.771,848.598,745.83,747.115,803.978,887.402,863.02,730.6,911,959.9,1003.7,1052.6,1129.9,1201.7,1270.1,1335.8,1399.5,1462.7,1527.3,1594.9,1666.2,1743.9,1825.9,1912.5,2005.7,2105.5,2211.1,2328.4,2451.4,2580.1,2713.1,2848,2983.5,3116.8,3245.2,3363.9,3469.5,3556.7
EXPD,Nominal exports of G&S (US$),"Derived from INDS; IMF, International Financial Statistics",Value of exports of goods and non-factor services expenditure at current market prices in US$.  ,,$,bn,na,na,na,na,na,na,na,na,na,na,59.8,61.3,61.7,63.2,66,71.8,91.1,111.4,124.6,134.9,174.4,173.5,194.8,211.3,244.3,321.089,314.603,299.601,306.682,289.549,294.788,299.59,312.398,367.669,430.799,458.363,512.924,605.099,644.656,491.825,533.21,618.398,592.611,614.662,629.121,544.752,549.588,605.472,655.736,636.762,552.101,710.2,754.5,779.8,806.4,853.2,896.8,936.5,972.7,1006.1,1037.8,1069.4,1101.8,1135.7,1173,1212.2,1253.7,1298.7,1347.3,1399.1,1457.7,1519.4,1583.9,1650.5,1717.5,1784.1,1848.2,1908.2,1960.9,2004,2034.2
EXPD,Nominal exports of G&S (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Value of exports of goods and non-factor services expenditure at current market prices in US$.  Derived from value of exports of goods and non-factor services expenditure at current market prices and period-average exchange rate (line rf in the IFS).,Seasonally adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,149.917,141.229,131.781,125.726,127.138,137.184,149.147,182.858,202.136,211.063,253.439,256.168,269.008,261.206,294.723,342.876,370.495,398.533,399.084,402.634,418.578,413.008,432.271,491.318,574.472,635.316,739.315,784.865,796.141,639.774,701.659,817.698,813.89,832.118,865.449,799.978,763.159,802.97,883.711,880.45,736.214,877.2,1006.5,1046.7,1086.9,1144.4,1211.7,1284.8,1363.2,1446.5,1535,1629.4,1730.6,1838.7,1955.8,2079.2,2210.3,2350.6,2500.5,2659.6,2832.8,3014.8,3206.5,3408.2,3618.4,3838.3,4066.7,4303.7,4545.9,4792.5,5039.6
IMPD,Nominal imports of G&S (US$),"Derived from Deutsche Bundesbank, European Central Bank",Value of imports of goods and non-factor services expenditure at current market prices in US$. ,Data prior to 1991 are for west Germany (incl west Berlin) only. Seasonally and Working-day adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,279.897,243.816,217.188,203.463,200.644,206.492,242.756,282.9,310.47,331.958,423.05,477.554,499.939,414.912,454.504,535.181,541.069,541.541,567.189,577.545,597.838,589.743,590.616,728.362,853.56,933.082,1078.804,1255.648,1410.454,1125.914,1264.018,1500.804,1421.038,1484.688,1520.219,1317.772,1338.258,1482.219,1639.184,1591.286,1440.116,1784.6,1862.6,1922.5,2015.5,2156.2,2339.2,2492.2,2650,2813.2,2981.1,3156.2,3342.5,3539.8,3752.6,3973.8,4201.3,4439.1,4686.2,4941.3,5208.8,5482.6,5763.5,6050.8,6343.7,6644.8,6954.5,7275.6,7612.1,7969.8,8358.7
IMPD,Nominal imports of G&S (US$),Derived from INSEE; European Central Bank,Value of imports of goods and non-factor services expenditure at current market prices in US$. ,,$,bn,na,na,na,na,na,na,na,na,na,na,141.182,133.363,136.611,131.271,132.487,136.507,163.549,203.622,229.206,245.676,291.673,292.983,302.255,255.224,282.513,335.598,338.122,330.101,354.277,352.358,373.355,368.516,383.91,456.273,536.922,590.83,654.873,761.101,856.349,691.333,740.96,869.055,819.282,855.9,881.404,759.861,762.229,831.563,914.708,889.617,784.058,959.4,1007.3,1039.3,1083.9,1161.1,1233.5,1307.7,1382.7,1458,1533.9,1611.4,1691.1,1772.7,1858.3,1945.1,2032.9,2123.5,2216.8,2312.3,2416.4,2523.5,2634.6,2749.7,2867.8,2989.9,3115.2,3244.1,3374.9,3508.2,3642.9
IMPD,Nominal imports of G&S (US$),"Derived from INDS; IMF, International Financial Statistics",Value of imports of goods and non-factor services expenditure at current market prices in US$. ,,$,bn,na,na,na,na,na,na,na,na,na,na,68,67.4,66,62.2,68,73.9,85.8,110,125.5,136.2,170.4,169.4,192,177.8,205.3,273.398,254.373,253.313,267.787,267.335,285.28,284.784,302.239,360.443,420.823,459.953,528.942,612.576,663.601,505.164,573.244,649.855,569.767,562.42,566.803,489.599,488.804,549.253,605.384,570.258,484.212,642.5,695.7,717.5,735,766.6,806.7,844.9,881.4,915.9,948.9,981.6,1014.5,1047.6,1082.7,1118,1153.1,1189.4,1226.8,1264.9,1308.4,1352.9,1398.8,1445.8,1493.4,1541.7,1589.8,1637.3,1682.9,1726.2,1766.5
IMPD,Nominal imports of G&S (US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Value of imports of goods and non-factor services expenditure at current market prices in US$.  Derived from value of imports of goods and non-factor services expenditure at current market prices and period-average exchange rate (line rf in the IFS).,Seasonally adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,137.364,125.846,121.851,120.749,126.986,131.407,152.255,188.585,229.015,241.088,273.314,260.783,277.648,265.265,295.09,339.219,368.114,391.56,410.263,426.752,448.219,450.325,480.229,537.275,636.402,697.099,796.892,848.111,860.389,678.702,749.791,843.095,847.488,871.247,913.115,843.192,812.089,841.502,917.755,915.539,751.674,924.3,1033,1080.2,1122,1183.6,1253.3,1326.6,1403.5,1484,1569.1,1659.6,1757,1861.7,1976.1,2097.8,2228.2,2369.3,2521.2,2683.7,2861.5,3049.2,3247.3,3455.4,3671.8,3896.6,4127.7,4364,4601,4836.2,5064.1
AGRP,Agriculture (% of GDP),Deutsche Bundesbank,"Agricultural value-added, including livestock, forestry and fishing, as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.207,1.107,1.062,1.081,1.099,1.149,1.136,1.078,1.066,1.103,1.198,0.994,0.921,1.054,0.805,0.816,0.865,0.934,0.777,0.896,1.016,0.944,1.047,1.003,0.762,0.778,0.916,0.737,0.8,0.76,0.7,0.7,0.7,0.7,0.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGRP,Agriculture (% of GDP),Derived from OECD Quarterly National Accounts; INSEE,"Agricultural value-added, including livestock, forestry and fishing, as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.","At market prices, not factor cost.",,,na,na,na,na,na,na,na,na,na,na,na,3.954,4.543,4.035,3.765,3.747,3.625,3.461,3.199,3.498,3.5,2.914,2.876,2.546,2.681,2.73,2.695,2.626,2.645,2.506,2.338,2.34,2.233,2.052,2.029,1.873,1.695,1.795,1.684,1.464,1.782,1.839,1.817,1.625,1.736,1.794,1.609,1.73,1.853,1.711,1.792,1.6,1.6,1.6,1.6,1.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGRP,Agriculture (% of GDP),INDS,"Agricultural value-added, including livestock, forestry and fishing, as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",Data prior to 1995 is based on ESA-95 series.,,,na,na,na,na,na,na,na,na,na,na,na,5.6,5.4,5.5,5,4.7,4.5,4.3,3.9,3.8,3.5,3.6,3.4,3.3,3.3,3.289,3.284,3.172,3.089,3.045,2.857,2.763,2.632,2.606,2.606,2.256,2.169,2.113,2.079,1.997,1.976,2.096,2.196,2.383,2.222,2.299,2.146,2.196,2.168,2.13,2.208,2.1,2,2,1.9,1.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGRP,Agriculture (% of GDP),Statistical Office of the European Communities,"Agricultural value-added, including livestock, forestry and fishing, as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.077,1.076,0.982,0.954,0.876,1.025,0.977,0.854,0.612,0.668,0.63,0.754,0.755,0.674,0.781,0.721,0.723,0.847,0.726,0.646,0.644,0.638,0.659,0.663,0.6,0.6,0.6,0.6,0.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
INDP,Industry (% of GDP),Deutsche Bundesbank,"Mining, quarrying, manufacturing, construction and utilities value-added as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,36.956,35.735,33.694,33.43,32.854,31.856,31.541,31.272,30.589,30.723,30.006,29.231,29.058,29.03,29.075,29.823,30.327,29.798,27.547,29.776,30.092,30.387,29.842,30.055,30.091,30.548,30.568,30.423,29.71,28.874,29.9,29.5,29.2,28.9,28.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
INDP,Industry (% of GDP),Derived from OECD Quarterly National Accounts; INSEE,"Mining, quarrying, manufacturing, construction and utilities value-added as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.","At market prices, not factor cost.",,,na,na,na,na,na,na,na,na,na,na,na,30.285,29.649,29.394,28.898,28.817,28.529,28.08,28.028,27.295,27.324,27.082,26.607,25.549,24.83,24.926,24.293,24.121,24.011,23.704,23.744,23.295,22.925,22.433,22.168,21.82,21.545,21.329,20.901,20.256,19.797,20.024,19.915,20.023,19.801,19.751,19.506,19.361,19.341,19.582,18.427,19,18.7,18.6,18.5,18.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
INDP,Industry (% of GDP),INDS,"Mining, quarrying, manufacturing, construction and utilities value-added as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",,,,na,na,na,na,na,na,na,na,na,na,na,35.661,34.713,33.688,33.475,32.96,32.063,31.688,31.409,31.759,30.784,29.838,29.458,28.999,29.095,29.286,28.589,28.383,28.117,27.487,27.231,26.735,26.624,25.99,25.845,25.845,26.208,26.464,26.145,24.164,24.224,24.238,23.778,23.504,23.177,23.145,23.661,23.834,23.896,23.837,23.773,24.2,23.7,23.5,23.5,23.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
INDP,Industry (% of GDP),Statistical Office of the European Communities,"Mining, quarrying, manufacturing, construction and utilities value-added as percentage of nominal GDP at factor cost . GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,26.545,25.967,25.739,25.816,24.528,24.13,23.464,22.621,22.554,22.583,21.954,22.152,20.774,21.085,20.968,20.915,21.213,20.797,20.652,20.033,20.381,20.321,19.963,19.941,19.6,19.4,19.4,19.4,19.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
SERP,Services (% of GDP),Deutsche Bundesbank,"Services sector value-added at constant prices as a percentage of nominal GDP at factor cost.  GDP at factor cost is GDP at  market prices, less indirect taxes, plus subsidies.",,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,61.837,63.158,65.244,65.488,66.047,66.994,67.323,67.65,68.345,68.174,68.796,69.774,70.022,69.917,70.12,69.361,68.809,69.267,71.676,69.328,68.892,68.669,69.112,68.942,69.146,68.674,68.516,68.84,69.49,70.366,69.3,69.8,70.1,70.4,70.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
